Fact[166]:
  (NOT-initialized p0)
  (NOT-initialized p1)
  (NOT-initialized p10)
  (NOT-initialized p11)
  (NOT-initialized p12)
  (NOT-initialized p13)
  (NOT-initialized p2)
  (NOT-initialized p3)
  (NOT-initialized p4)
  (NOT-initialized p5)
  (NOT-initialized p6)
  (NOT-initialized p7)
  (NOT-initialized p8)
  (NOT-initialized p9)
  (NOT-occupied_pqubit p0)
  (NOT-occupied_pqubit p1)
  (NOT-occupied_pqubit p10)
  (NOT-occupied_pqubit p12)
  (NOT-occupied_pqubit p2)
  (NOT-occupied_pqubit p3)
  (NOT-occupied_pqubit p4)
  (NOT-occupied_pqubit p6)
  (NOT-occupied_pqubit p8)
  (NOT-occupied_pqubit p9)
  (NOT-rcnot l0_l4_i3)
  (NOT-rcnot l0_l4_i42)
  (NOT-rcnot l0_l4_i46)
  (NOT-rcnot l0_l4_i7)
  (NOT-rcnot l1_l4_i1)
  (NOT-rcnot l1_l4_i40)
  (NOT-rcnot l1_l4_i44)
  (NOT-rcnot l1_l4_i5)
  (NOT-rcnot l2_l5_i13)
  (NOT-rcnot l2_l5_i17)
  (NOT-rcnot l2_l5_i36)
  (NOT-rcnot l2_l5_i50)
  (NOT-rcnot l3_l5_i28)
  (NOT-rcnot l3_l5_i30)
  (NOT-rcnot l3_l6_i23)
  (NOT-rcnot l3_l6_i27)
  (NOT-rcnot l4_l5_i11)
  (NOT-rcnot l4_l5_i15)
  (NOT-rcnot l4_l5_i34)
  (NOT-rcnot l4_l5_i38)
  (NOT-rcnot l5_l6_i21)
  (NOT-rcnot l5_l6_i25)
  (apply_cnot_l1_l4_i1 p1 p2), cost: 1
    pre: (NOT-initialized p1) (NOT-initialized p2) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p1) (mapped l4 p2)
    del: (NOT-initialized p1) (NOT-initialized p2) (NOT-occupied_pqubit p1) (NOT-occupied_pqubit p2) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p11 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-initialized p11) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p10)
    del: (NOT-initialized p10) (NOT-initialized p11) (NOT-occupied_pqubit p10) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p11 p12), cost: 1
    pre: (NOT-initialized p11) (NOT-initialized p12) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p12)
    del: (NOT-initialized p11) (NOT-initialized p12) (NOT-occupied_pqubit p12) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p11 p3), cost: 1
    pre: (NOT-initialized p11) (NOT-initialized p3) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p3)
    del: (NOT-initialized p11) (NOT-initialized p3) (NOT-occupied_pqubit p3) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p12 p2), cost: 1
    pre: (NOT-initialized p12) (NOT-initialized p2) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p12) (mapped l4 p2)
    del: (NOT-initialized p12) (NOT-initialized p2) (NOT-occupied_pqubit p12) (NOT-occupied_pqubit p2) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p13 p1), cost: 1
    pre: (NOT-initialized p1) (NOT-initialized p13) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p13) (mapped l4 p1)
    del: (NOT-initialized p1) (NOT-initialized p13) (NOT-occupied_pqubit p1) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p13 p12), cost: 1
    pre: (NOT-initialized p12) (NOT-initialized p13) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p13) (mapped l4 p12)
    del: (NOT-initialized p12) (NOT-initialized p13) (NOT-occupied_pqubit p12) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p2 p3), cost: 1
    pre: (NOT-initialized p2) (NOT-initialized p3) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p2) (mapped l4 p3)
    del: (NOT-initialized p2) (NOT-initialized p3) (NOT-occupied_pqubit p2) (NOT-occupied_pqubit p3) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p4 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-initialized p4) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p4) (mapped l4 p10)
    del: (NOT-initialized p10) (NOT-initialized p4) (NOT-occupied_pqubit p10) (NOT-occupied_pqubit p4) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p4 p3), cost: 1
    pre: (NOT-initialized p3) (NOT-initialized p4) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p4) (mapped l4 p3)
    del: (NOT-initialized p3) (NOT-initialized p4) (NOT-occupied_pqubit p3) (NOT-occupied_pqubit p4) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p5 p4), cost: 1
    pre: (NOT-initialized p4) (NOT-initialized p5) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p4)
    del: (NOT-initialized p4) (NOT-initialized p5) (NOT-occupied_pqubit p4) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p5 p6), cost: 1
    pre: (NOT-initialized p5) (NOT-initialized p6) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p6)
    del: (NOT-initialized p5) (NOT-initialized p6) (NOT-occupied_pqubit p6) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p5 p9), cost: 1
    pre: (NOT-initialized p5) (NOT-initialized p9) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p9)
    del: (NOT-initialized p5) (NOT-initialized p9) (NOT-occupied_pqubit p9) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p6 p8), cost: 1
    pre: (NOT-initialized p6) (NOT-initialized p8) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p6) (mapped l4 p8)
    del: (NOT-initialized p6) (NOT-initialized p8) (NOT-occupied_pqubit p6) (NOT-occupied_pqubit p8) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p7 p8), cost: 1
    pre: (NOT-initialized p7) (NOT-initialized p8) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p7) (mapped l4 p8)
    del: (NOT-initialized p7) (NOT-initialized p8) (NOT-occupied_pqubit p8) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p9 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-initialized p9) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p9) (mapped l4 p10)
    del: (NOT-initialized p10) (NOT-initialized p9) (NOT-occupied_pqubit p10) (NOT-occupied_pqubit p9) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i1 p9 p8), cost: 1
    pre: (NOT-initialized p8) (NOT-initialized p9) (rcnot l1_l4_i1)
    add: (NOT-rcnot l1_l4_i1) (mapped l1 p9) (mapped l4 p8)
    del: (NOT-initialized p8) (NOT-initialized p9) (NOT-occupied_pqubit p8) (NOT-occupied_pqubit p9) (rcnot l1_l4_i1)
  (apply_cnot_l1_l4_i40 p1 p0), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p1) (mapped l4 p0) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p1 p2), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p1) (mapped l4 p2) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p11 p10), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p11) (mapped l4 p10) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p11 p12), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p11) (mapped l4 p12) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p11 p3), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p11) (mapped l4 p3) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p12 p2), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p12) (mapped l4 p2) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p13 p1), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p13) (mapped l4 p1) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p13 p12), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p13) (mapped l4 p12) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p2 p3), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p2) (mapped l4 p3) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p4 p10), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p4) (mapped l4 p10) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p4 p3), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p4) (mapped l4 p3) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p5 p4), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p5) (mapped l4 p4) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p5 p6), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p5) (mapped l4 p6) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p5 p9), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p5) (mapped l4 p9) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p6 p8), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p6) (mapped l4 p8) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p7 p8), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p7) (mapped l4 p8) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p9 p10), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p9) (mapped l4 p10) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i40 p9 p8), cost: 1
    pre: (NOT-rcnot l1_l4_i5) (NOT-rcnot l4_l5_i38) (mapped l1 p9) (mapped l4 p8) (rcnot l1_l4_i40)
    add: (NOT-rcnot l1_l4_i40)
    del: (rcnot l1_l4_i40)
  (apply_cnot_l1_l4_i44 p1 p0), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p1) (mapped l4 p0) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p1 p2), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p1) (mapped l4 p2) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p11 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p11) (mapped l4 p10) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p11 p12), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p11) (mapped l4 p12) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p11 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p11) (mapped l4 p3) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p12 p2), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p12) (mapped l4 p2) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p13 p1), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p13) (mapped l4 p1) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p13 p12), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p13) (mapped l4 p12) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p2 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p2) (mapped l4 p3) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p4 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p4) (mapped l4 p10) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p4 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p4) (mapped l4 p3) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p5 p4), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p5) (mapped l4 p4) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p5 p6), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p5) (mapped l4 p6) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p5 p9), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p5) (mapped l4 p9) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p6 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p6) (mapped l4 p8) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p7 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p7) (mapped l4 p8) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p9 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p9) (mapped l4 p10) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i44 p9 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i42) (NOT-rcnot l1_l4_i40) (mapped l1 p9) (mapped l4 p8) (rcnot l1_l4_i44)
    add: (NOT-rcnot l1_l4_i44)
    del: (rcnot l1_l4_i44)
  (apply_cnot_l1_l4_i5 p1 p0), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p1) (mapped l4 p0) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p1 p2), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p1) (mapped l4 p2) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p11 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p10) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p11 p12), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p12) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p11 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p11) (mapped l4 p3) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p12 p2), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p12) (mapped l4 p2) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p13 p1), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p13) (mapped l4 p1) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p13 p12), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p13) (mapped l4 p12) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p2 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p2) (mapped l4 p3) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p4 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p4) (mapped l4 p10) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p4 p3), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p4) (mapped l4 p3) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p5 p4), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p4) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p5 p6), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p6) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p5 p9), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p5) (mapped l4 p9) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p6 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p6) (mapped l4 p8) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p7 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p7) (mapped l4 p8) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p9 p10), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p9) (mapped l4 p10) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l1_l4_i5 p9 p8), cost: 1
    pre: (NOT-rcnot l0_l4_i3) (NOT-rcnot l1_l4_i1) (mapped l1 p9) (mapped l4 p8) (rcnot l1_l4_i5)
    add: (NOT-rcnot l1_l4_i5)
    del: (rcnot l1_l4_i5)
  (apply_cnot_l2_l5_i13 p1 p0), cost: 1
    pre: (NOT-initialized p1) (NOT-rcnot l4_l5_i11) (mapped l5 p0) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p1)
    del: (NOT-initialized p1) (NOT-occupied_pqubit p1) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p1 p2), cost: 1
    pre: (NOT-initialized p1) (NOT-rcnot l4_l5_i11) (mapped l5 p2) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p1)
    del: (NOT-initialized p1) (NOT-occupied_pqubit p1) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p11 p10), cost: 1
    pre: (NOT-initialized p11) (NOT-rcnot l4_l5_i11) (mapped l5 p10) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p11)
    del: (NOT-initialized p11) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p11 p12), cost: 1
    pre: (NOT-initialized p11) (NOT-rcnot l4_l5_i11) (mapped l5 p12) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p11)
    del: (NOT-initialized p11) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p11 p3), cost: 1
    pre: (NOT-initialized p11) (NOT-rcnot l4_l5_i11) (mapped l5 p3) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p11)
    del: (NOT-initialized p11) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p12 p2), cost: 1
    pre: (NOT-initialized p12) (NOT-rcnot l4_l5_i11) (mapped l5 p2) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p12)
    del: (NOT-initialized p12) (NOT-occupied_pqubit p12) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p13 p1), cost: 1
    pre: (NOT-initialized p13) (NOT-rcnot l4_l5_i11) (mapped l5 p1) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p13)
    del: (NOT-initialized p13) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p13 p12), cost: 1
    pre: (NOT-initialized p13) (NOT-rcnot l4_l5_i11) (mapped l5 p12) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p13)
    del: (NOT-initialized p13) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p2 p3), cost: 1
    pre: (NOT-initialized p2) (NOT-rcnot l4_l5_i11) (mapped l5 p3) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p2)
    del: (NOT-initialized p2) (NOT-occupied_pqubit p2) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p4 p10), cost: 1
    pre: (NOT-initialized p4) (NOT-rcnot l4_l5_i11) (mapped l5 p10) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p4)
    del: (NOT-initialized p4) (NOT-occupied_pqubit p4) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p4 p3), cost: 1
    pre: (NOT-initialized p4) (NOT-rcnot l4_l5_i11) (mapped l5 p3) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p4)
    del: (NOT-initialized p4) (NOT-occupied_pqubit p4) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p5 p4), cost: 1
    pre: (NOT-initialized p5) (NOT-rcnot l4_l5_i11) (mapped l5 p4) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p5)
    del: (NOT-initialized p5) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p5 p6), cost: 1
    pre: (NOT-initialized p5) (NOT-rcnot l4_l5_i11) (mapped l5 p6) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p5)
    del: (NOT-initialized p5) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p5 p9), cost: 1
    pre: (NOT-initialized p5) (NOT-rcnot l4_l5_i11) (mapped l5 p9) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p5)
    del: (NOT-initialized p5) (rcnot l2_l5_i13)
  (apply_cnot_l2_l5_i13 p6 p8), cost: 1
    pre: (NOT-initialized p6) (NOT-rcnot l4_l5_i11) (mapped l5 p8) (rcnot l2_l5_i13)
    add: (NOT-rcnot l2_l5_i13) (mapped l2 p6)
    del: (NOT-initialized p6) (NOT-occupied_pqubit p6) (rcnot l2_l5_i13)
